Date,Open,High,Low,Close,Adj Close,Volume
2003-09-17,0.731689,0.733353,0.729714,0.731689,0.731689,0
2003-09-18,0.732064,0.735456,0.730727,0.734484,0.734484,0
2003-09-19,0.734214,0.743108,0.733676,0.742280,0.742280,0
2003-09-22,0.745545,0.748223,0.737844,0.738443,0.738443,0
2003-09-23,0.738062,0.743052,0.736540,0.737953,0.737953,0
2003-09-24,0.738116,0.741675,0.735565,0.740686,0.740686,0
2003-09-25,0.740466,0.743439,0.739590,0.741015,0.741015,0
2003-09-26,0.741125,0.741675,0.736648,0.739208,0.739208,0
2003-09-29,0.738825,0.740851,0.733245,0.739700,0.739700,0
2003-09-30,0.739536,0.744934,0.737844,0.740631,0.740631,0
2003-10-01,0.740905,0.744602,0.740083,0.743439,0.743439,0
2003-10-02,0.743550,0.747608,0.740028,0.746157,0.746157,0
2003-10-03,0.746436,0.747999,0.741730,0.744546,0.744546,0
2003-10-06,0.742666,0.746993,0.741730,0.746826,0.746826,0
2003-10-07,0.746547,0.753466,0.745379,0.751202,0.751202,0
2003-10-08,0.751202,0.754489,0.749064,0.750582,0.750582,0
2003-10-09,0.750638,0.753069,0.745323,0.747217,0.747217,0
2003-10-10,0.747161,0.758495,0.746491,0.756086,0.756086,0
2003-10-13,0.758035,0.758725,0.754148,0.756773,0.756773,0
2003-10-14,0.756315,0.757289,0.751089,0.755744,0.755744,0
2003-10-15,0.756888,0.756888,0.751597,0.753239,0.753239,0
2003-10-16,0.753239,0.762079,0.751767,0.758438,0.758438,0
2003-10-17,0.758495,0.762602,0.755972,0.761325,0.761325,0
2003-10-20,0.760167,0.761267,0.756487,0.758093,0.758093,0
2003-10-21,0.758035,0.761615,0.754717,0.759013,0.759013,0
2003-10-22,0.758956,0.768108,0.758610,0.767224,0.767224,0
2003-10-23,0.767165,0.768640,0.762718,0.765931,0.765931,0
2003-10-24,0.765814,0.767636,0.764292,0.765755,0.765755,0
2003-10-27,0.764818,0.765990,0.761499,0.762835,0.762835,0
2003-10-28,0.762893,0.765169,0.759532,0.763417,0.763417,0
2003-10-29,0.763417,0.765638,0.761731,0.762253,0.762253,0
2003-10-30,0.762253,0.766225,0.760398,0.760572,0.760572,0
2003-10-31,0.760283,0.761383,0.756144,0.759359,0.759359,0
2003-11-03,0.757748,0.758495,0.747552,0.749738,0.749738,0
2003-11-04,0.749794,0.753182,0.744491,0.751428,0.751428,0
2003-11-05,0.751710,0.753125,0.748783,0.749625,0.749625,0
2003-11-06,0.749569,0.751033,0.745545,0.745657,0.745657,0
2003-11-07,0.745879,0.757576,0.745101,0.756773,0.756773,0
2003-11-10,0.755572,0.764175,0.754660,0.761963,0.761963,0
