Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,0.446760,0.447340,0.444370,0.445850,0.445850,0
2003-12-02,0.445880,0.446300,0.444340,0.445610,0.445610,0
2003-12-03,0.445740,0.446660,0.444200,0.445140,0.445140,0
2003-12-04,0.445060,0.445630,0.441440,0.443180,0.443180,0
2003-12-05,0.443060,0.445010,0.441950,0.442460,0.442460,0
2003-12-08,0.442930,0.445030,0.441580,0.444700,0.444700,0
2003-12-09,0.444510,0.444540,0.437010,0.438090,0.438090,0
2003-12-10,0.438360,0.439530,0.436760,0.438770,0.438770,0
2003-12-11,0.438780,0.439060,0.431350,0.434800,0.434800,0
2003-12-12,0.434920,0.436920,0.433090,0.435380,0.435380,0
2003-12-15,0.434380,0.436990,0.433660,0.435500,0.435500,0
2003-12-16,0.435610,0.436340,0.428720,0.429660,0.429660,0
2003-12-17,0.429870,0.429870,0.425990,0.426670,0.426670,0
2003-12-18,0.427090,0.427960,0.423550,0.423810,0.423810,0
2003-12-19,0.423610,0.424770,0.421830,0.423100,0.423100,0
2003-12-22,0.424170,0.426730,0.423110,0.425650,0.425650,0
2003-12-23,0.425650,0.429600,0.425240,0.428990,0.428990,0
2003-12-24,0.429050,0.431930,0.428040,0.430840,0.430840,0
2003-12-25,0.430800,0.431010,0.428860,0.430460,0.430460,0
2003-12-26,0.430480,0.432650,0.429560,0.430520,0.430520,0
2003-12-29,0.429950,0.431390,0.428160,0.430580,0.430580,0
2003-12-30,0.430270,0.435190,0.428970,0.434570,0.434570,0
2003-12-31,0.434280,0.435120,0.430500,0.430630,0.430630,0
2004-01-01,0.430630,0.435930,0.430560,0.432250,0.432250,0
2004-01-02,0.432280,0.434470,0.430880,0.430880,0.430880,0
2004-01-05,0.432750,0.434010,0.431020,0.431780,0.431780,0
2004-01-06,0.431630,0.432410,0.426430,0.426600,0.426600,0
2004-01-07,0.426710,0.427910,0.425630,0.426400,0.426400,0
2004-01-08,0.426610,0.427410,0.425410,0.426270,0.426270,0
2004-01-09,0.426050,0.427300,0.424360,0.426990,0.426990,0
2004-01-12,0.425610,0.426100,0.422850,0.424320,0.424320,0
2004-01-13,0.424410,0.427080,0.423470,0.425360,0.425360,0
2004-01-14,0.425500,0.428550,0.421190,0.422940,0.422940,0
2004-01-15,0.423100,0.424550,0.422360,0.422960,0.422960,0
2004-01-16,0.422830,0.428880,0.422480,0.427730,0.427730,0
2004-01-19,0.427470,0.431150,0.426470,0.430610,0.430610,0
2004-01-20,0.430630,0.430630,0.424880,0.425640,0.425640,0
