Date,Open,High,Low,Close,Adj Close,Volume
2005-03-16,0.621120,0.622080,0.617890,0.619200,0.619200,0
2005-03-17,0.619540,0.623400,0.617780,0.621970,0.621970,0
2005-03-18,0.622010,0.625550,0.621390,0.624920,0.624920,0
2005-03-21,0.623990,0.627790,0.623560,0.627270,0.627270,0
2005-03-22,0.627160,0.632870,0.626490,0.632270,0.632270,0
2005-03-23,0.632110,0.634360,0.630760,0.632750,0.632750,0
2005-03-24,0.632630,0.636420,0.630990,0.635690,0.635690,0
2005-03-25,0.635770,0.636090,0.632870,0.634320,0.634320,0
2005-03-28,0.633510,0.637150,0.633430,0.636090,0.636090,0
2005-03-29,0.635930,0.639710,0.634640,0.638650,0.638650,0
2005-03-30,0.638370,0.639550,0.633310,0.636050,0.636050,0
2005-03-31,0.635930,0.638000,0.634240,0.637270,0.637270,0
2005-04-01,0.637190,0.638450,0.634400,0.637270,0.637270,0
2005-04-04,0.637470,0.638490,0.635890,0.636380,0.636380,0
2005-04-05,0.636420,0.638490,0.636210,0.637880,0.637880,0
2005-04-06,0.637840,0.638280,0.634920,0.635320,0.635320,0
2005-04-07,0.635360,0.636460,0.633350,0.636170,0.636170,0
2005-04-08,0.636330,0.637470,0.628610,0.628730,0.628730,0
2005-04-11,0.629800,0.630800,0.622700,0.624800,0.624800,0
2005-04-12,0.624770,0.628260,0.623870,0.625350,0.625350,0
2005-04-13,0.625390,0.627900,0.624880,0.625430,0.625430,0
2005-04-14,0.625630,0.629210,0.625350,0.628810,0.628810,0
2005-04-15,0.628690,0.629370,0.620230,0.623090,0.623090,0
2005-04-18,0.621580,0.622470,0.614140,0.615990,0.615990,0
2005-04-19,0.616140,0.619430,0.614480,0.618540,0.618540,0
2005-04-20,0.618470,0.619960,0.614970,0.615950,0.615950,0
2005-04-21,0.616070,0.619080,0.615310,0.618240,0.618240,0
2005-04-22,0.618280,0.620620,0.617780,0.619000,0.619000,0
2005-04-25,0.620040,0.623090,0.619580,0.621390,0.621390,0
2005-04-26,0.621430,0.621850,0.617740,0.618620,0.618620,0
2005-04-27,0.618660,0.621080,0.617700,0.618700,0.618700,0
2005-04-28,0.618620,0.619890,0.617550,0.618740,0.618740,0
2005-04-29,0.618660,0.618770,0.615540,0.616900,0.616900,0
2005-05-02,0.617090,0.620730,0.615840,0.619850,0.619850,0
2005-05-03,0.619810,0.620420,0.617510,0.618660,0.618660,0
2005-05-04,0.618850,0.620080,0.616330,0.619310,0.619310,0
2005-05-05,0.619310,0.621000,0.618120,0.619660,0.619660,0
2005-05-06,0.619580,0.628970,0.619270,0.628540,0.628540,0
2005-05-09,0.627750,0.629960,0.627040,0.627980,0.627980,0
2005-05-10,0.628100,0.630320,0.625940,0.625820,0.625820,0
2005-05-11,0.625740,0.626610,0.623480,0.625510,0.625510,0
2005-05-12,0.625510,0.630600,0.625430,0.629960,0.629960,0
2005-05-13,0.629960,0.631630,0.625590,0.626410,0.626410,0
2005-05-16,0.626530,0.627430,0.622160,0.623360,0.623360,0
2005-05-17,0.623520,0.627510,0.621970,0.627470,0.627470,0
2005-05-18,0.627590,0.627980,0.624920,0.625900,0.625900,0
2005-05-19,0.625780,0.629520,0.624570,0.628770,0.628770,0
2005-05-20,0.628610,0.630840,0.627900,0.629210,0.629210,0
2005-05-23,0.629050,0.632550,0.628810,0.632030,0.632030,0
2005-05-24,0.631990,0.632070,0.628340,0.630880,0.630880,0
2005-05-25,0.630840,0.631830,0.626720,0.627830,0.627830,0
2005-05-26,0.627830,0.631270,0.626920,0.630880,0.630880,0
2005-05-27,0.631070,0.635360,0.629840,0.633350,0.633350,0
2005-05-30,0.634600,0.638730,0.633750,0.637760,0.637760,0
2005-05-31,0.637590,0.648260,0.637270,0.647710,0.647710,0
2005-06-01,0.647630,0.657890,0.646120,0.656990,0.656990,0
2005-06-02,0.656810,0.658240,0.649980,0.653080,0.653080,0
2005-06-03,0.653130,0.656730,0.650490,0.655090,0.655090,0
2005-06-06,0.655270,0.656120,0.652230,0.655610,0.655610,0
2005-06-07,0.655740,0.656080,0.651810,0.653210,0.653210,0
2005-06-08,0.653300,0.653720,0.649810,0.652910,0.652910,0
2005-06-09,0.652950,0.653590,0.650240,0.650660,0.650660,0
2005-06-10,0.650700,0.660890,0.649390,0.658590,0.658590,0
2005-06-13,0.659800,0.660720,0.656730,0.656990,0.656990,0
2005-06-14,0.657030,0.663970,0.655310,0.663750,0.663750,0
2005-06-15,0.663970,0.667870,0.661810,0.666530,0.666530,0
2005-06-16,0.666530,0.669480,0.665160,0.668490,0.668490,0
2005-06-17,0.668630,0.668940,0.660760,0.661940,0.661940,0
2005-06-20,0.666000,0.668940,0.663000,0.666050,0.666050,0
2005-06-21,0.666130,0.670560,0.664720,0.666360,0.666360,0
2005-06-22,0.666220,0.669430,0.664850,0.667870,0.667870,0
2005-06-23,0.668180,0.674720,0.666580,0.673670,0.673670,0
2005-06-24,0.673260,0.675950,0.669520,0.671950,0.671950,0
2005-06-27,0.668720,0.669390,0.663220,0.667910,0.667910,0
2005-06-28,0.666440,0.673850,0.666310,0.672450,0.672450,0
2005-06-29,0.672490,0.676180,0.670870,0.673950,0.673950,0
2005-06-30,0.672860,0.675680,0.670690,0.675170,0.675170,0
2005-07-01,0.674170,0.676270,0.671460,0.674350,0.674350,0
2005-07-04,0.673170,0.678150,0.672270,0.677600,0.677600,0
2005-07-05,0.677830,0.678240,0.673810,0.674490,0.674490,0
2005-07-06,0.674450,0.679160,0.673540,0.678240,0.678240,0
2005-07-07,0.678240,0.682170,0.674040,0.681520,0.681520,0
2005-07-08,0.681710,0.687330,0.680600,0.683620,0.683620,0
2005-07-11,0.685350,0.686670,0.679860,0.681340,0.681340,0
2005-07-12,0.681430,0.682040,0.676180,0.678660,0.678660,0
2005-07-13,0.678660,0.686060,0.678330,0.684880,0.684880,0
2005-07-14,0.684740,0.688660,0.681760,0.682970,0.682970,0
2005-07-15,0.683010,0.684560,0.679160,0.679990,0.679990,0
2005-07-18,0.680500,0.682360,0.677550,0.681340,0.681340,0
2005-07-19,0.681340,0.684510,0.679530,0.681340,0.681340,0
2005-07-20,0.681380,0.681620,0.672540,0.672810,0.672810,0
2005-07-21,0.672990,0.678560,0.671820,0.675860,0.675860,0
2005-07-22,0.675580,0.681010,0.673670,0.681010,0.681010,0
2005-07-25,0.679670,0.682270,0.678560,0.680180,0.680180,0
2005-07-26,0.680130,0.682220,0.675450,0.675860,0.675860,0
2005-07-27,0.675810,0.677280,0.669250,0.670420,0.670420,0
2005-07-28,0.670560,0.672540,0.666890,0.669750,0.669750,0
2005-07-29,0.669700,0.681480,0.669030,0.681200,0.681200,0
2005-08-01,0.674220,0.677740,0.670830,0.677230,0.677230,0
2005-08-02,0.677190,0.677550,0.672270,0.673040,0.673040,0
2005-08-03,0.673080,0.676500,0.665780,0.666440,0.666440,0
2005-08-04,0.666360,0.668990,0.664630,0.666090,0.666090,0
2005-08-05,0.665870,0.666130,0.660200,0.659540,0.659540,0
2005-08-08,0.666090,0.667560,0.664450,0.666620,0.666620,0
2005-08-09,0.666620,0.667240,0.663350,0.665730,0.665730,0
2005-08-10,0.665600,0.668630,0.662650,0.666530,0.666530,0
2005-08-11,0.666530,0.669880,0.665160,0.666760,0.666760,0
2005-08-12,0.666670,0.674040,0.666050,0.671590,0.671590,0
2005-08-15,0.671860,0.676130,0.671860,0.673490,0.673490,0
2005-08-16,0.673400,0.677280,0.672310,0.675170,0.675170,0
2005-08-17,0.675170,0.677870,0.670470,0.671010,0.671010,0
2005-08-18,0.670960,0.674400,0.670830,0.673540,0.673540,0
2005-08-19,0.673540,0.679350,0.672680,0.679160,0.679160,0
2005-08-22,0.678330,0.680410,0.676270,0.679900,0.679900,0
2005-08-23,0.679990,0.683990,0.678610,0.682360,0.682360,0
2005-08-24,0.682410,0.684880,0.681520,0.684130,0.684130,0
2005-08-25,0.684370,0.685400,0.681200,0.681990,0.681990,0
2005-08-26,0.682040,0.682730,0.677600,0.678750,0.678750,0
2005-08-29,0.679390,0.683530,0.679300,0.681620,0.681620,0
2005-08-30,0.681850,0.687760,0.681850,0.686720,0.686720,0
2005-08-31,0.687000,0.688330,0.681010,0.681480,0.681480,0
2005-09-01,0.681520,0.681940,0.675580,0.676410,0.676410,0
2005-09-02,0.676410,0.677640,0.669930,0.670510,0.670510,0
2005-09-05,0.670920,0.672990,0.669030,0.670240,0.670240,0
2005-09-06,0.670330,0.675310,0.670330,0.674540,0.674540,0
2005-09-07,0.674630,0.678750,0.672000,0.677690,0.677690,0
2005-09-08,0.677510,0.683530,0.676770,0.683200,0.683200,0
2005-09-09,0.683200,0.685870,0.680550,0.683340,0.683340,0
2005-09-12,0.685030,0.688040,0.684510,0.685170,0.685170,0
2005-09-13,0.685210,0.690890,0.683950,0.688520,0.688520,0
2005-09-14,0.688750,0.690610,0.686580,0.689700,0.689700,0
2005-09-15,0.689660,0.692860,0.688140,0.689370,0.689370,0
2005-09-16,0.689270,0.693290,0.686620,0.692040,0.692040,0
2005-09-19,0.697060,0.705520,0.695220,0.704920,0.704920,0
2005-09-20,0.704870,0.705620,0.699740,0.705370,0.705370,0
2005-09-21,null,null,null,null,null,null
2005-09-22,0.703480,0.705420,0.698960,0.702100,0.702100,0
2005-09-23,0.702050,0.709820,0.701210,0.709770,0.709770,0
2005-09-26,0.708970,0.709070,0.703680,0.706310,0.706310,0
2005-09-27,0.706310,0.710530,0.705320,0.706260,0.706260,0
2005-09-28,0.706110,0.708270,0.703930,0.706660,0.706660,0
2005-09-29,0.706310,0.710580,0.705720,0.710030,0.710030,0
2005-09-30,0.709980,0.716690,0.707660,0.714540,0.714540,0
2005-10-03,0.714800,0.721400,0.714440,0.719580,0.719580,0
2005-10-04,0.719010,0.720880,0.714080,0.715360,0.715360,0
2005-10-05,0.716640,0.716640,0.703880,0.704030,0.704030,0
2005-10-06,0.704080,0.705470,0.693960,0.695510,0.695510,0
2005-10-07,0.695650,0.703190,0.695310,0.702490,0.702490,0
2005-10-10,0.702100,0.707310,0.699890,0.705770,0.705770,0
2005-10-11,0.705770,0.709980,0.703580,0.709020,0.709020,0
2005-10-12,0.709170,0.712100,0.708060,0.709720,0.709720,0
2005-10-13,0.709870,0.712610,0.702150,0.703830,0.703830,0
2005-10-14,0.704130,0.705120,0.696570,0.698280,0.698280,0
2005-10-17,0.698670,0.705770,0.697160,0.705420,0.705420,0
2005-10-18,0.705270,0.710830,0.704080,0.710930,0.710930,0
2005-10-19,0.710980,0.712560,0.707860,0.710230,0.710230,0
2005-10-20,0.710280,0.713170,0.705470,0.706660,0.706660,0
2005-10-21,0.706560,0.707310,0.702440,0.704370,0.704370,0
2005-10-24,0.705320,0.706810,0.699940,0.703330,0.703330,0
2005-10-25,0.703190,0.705220,0.700620,0.701560,0.701560,0
2005-10-26,0.701710,0.709120,0.700380,0.708270,0.708270,0
2005-10-27,0.708220,0.709320,0.701850,0.702740,0.702740,0
2005-10-28,0.702840,0.705370,0.701110,0.703480,0.703480,0
2005-10-31,0.703280,0.708920,0.703280,0.705370,0.705370,0
2005-11-01,0.705320,0.709370,0.703430,0.706610,0.706610,0
2005-11-02,0.706910,0.707760,0.701310,0.702050,0.702050,0
2005-11-03,0.702000,0.709020,0.701560,0.707960,0.707960,0
